year,make,model,body_style(s),image_source(s),recall(s)
2017,MAZDA,MX-5 Miata RF,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mazda-MX-5%20Miata%20RF-FrontSide_MAMX5RF1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'19V072000', u'Conequence': u'If the vehicle abruptly downshifts, the driver may lose control of the vehicle, increasing the risk of a crash. ', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'POWER TRAIN:AUTOMATIC TRANSMISSION:CONTROL MODULE (TCM, PCM)', u'Summary': u'Mazda North American Operations (Mazda) is recalling certain 2016-2019 MX-5 (Miata) vehicles with automatic transmissions.  Due to incorrect programming of the Transmission Control Module (TCM), certain conditions may cause the vehicle to unexpectedly downshift and abruptly decelerate.', u'Remedy': u""Mazda will notify owners, and dealers will reprogram the TCM with corrected software, free of charge.  The recall began March 14, 2019.   Owners may contact Mazda customer service at 1-800-222-5500, option 4.  Mazda's number for this recall is 3019A."", u'ModelYear': u'2017', u'Model': u'MX-5', u'Make': u'MAZDA', u'ReportReceivedDate': u'/Date(1548997200000-0500)/', u'Manufacturer': u'Mazda North American Operations'}]"
2017,McLaren,570GT,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-McLaren-570GT-FrontSide_ML570GT1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,McLaren,570S,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-McLaren-570S-FrontSide_ML570S1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,B-Class,['Hatchback'],{'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/11030/2017-Mercedes-Benz-B-Class-front-angle3_11030_089_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,C-Class,"['Coupe', 'Sedan', 'Convertible']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-C-Class-FrontSide_MBC1701_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-C-Class-FrontSide_MBCCONV1701_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-C-Class-FrontSide_MBCC1701_640x480.jpg?interpolation=high-quality&downsize=391:*'}",[]
2017,Mercedes-Benz,CLA,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11602/2017-Mercedes-Benz-CLA-360SpinFrame_11602_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,CLS,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11496/2017-Mercedes-Benz-CLS-360SpinFrame_11496_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,E-Class,"['Convertible', 'Sedan', 'Coupe', 'Wagon']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11326/2017-Mercedes-Benz-E-Class-360SpinFrame_11326_032_2400x1800.png?interpolation=high-quality&downsize=391:*', 'Wagon': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11981/2017-Mercedes-Benz-E-Class-360SpinFrame_11981_032_2400x1800.png?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-E-Class-FrontSide_MBECAB41701_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11717/2017-Mercedes-Benz-E-Class-360SpinFrame_11717_032_2400x1800.png?interpolation=high-quality&downsize=391:*'}",[]
2017,Mercedes-Benz,G-Class,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11238/2017-Mercedes-Benz-G-Class-360SpinFrame_11238_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,GLA,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-GLA-FrontSide_MSGLA1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,GLC,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-GLC-FrontSide_MSGLC1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,GLC Coupe,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-GLC%20Coupe-FrontSide_MSGLCC1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,GLE,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-GLE-FrontSide_MSGLE1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,GLS,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-GLS-FrontSide_MSGLS4501701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG C-Class,"['Convertible', 'Sedan', 'Coupe']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11682/2017-Mercedes-Benz-Mercedes-AMG%20C-Class-360SpinFrame_11682_032_2400x1800.png?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20C-Class-FrontSide_MBCAMG43CAB1701_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20C-Class-FrontSide_MBCAMG43COU1701_640x480.jpg?interpolation=high-quality&downsize=391:*'}",[]
2017,Mercedes-Benz,Mercedes-AMG CLA,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20CLA-FrontSide_MBCLAAMG1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG CLS,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20CLS-FrontSide_MBAMGCLS1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG E-Class,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20E-Class-FrontSide_MBEAMG431701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG G-Class,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11238/2017-Mercedes-Benz-Mercedes-AMG%20G-Class-360SpinFrame_11238_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG GLA,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20GLA-FrontSide_MSAMGGLA1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG GLC,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20GLC-FrontSide_MSAMGGLC1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG GLC Coupe,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20GLC%20Coupe-FrontSide_MSAGLCC1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG GLE,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20GLE-FrontSide_MSAMGGLE1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG GLE Coupe,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20GLE%20Coupe-FrontSide_MSAGLECO1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG GLS,['SUV'],{'SUV': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20GLS-FrontSide_MSAMGGLS1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG GT,['Coupe'],{'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11521/2017-Mercedes-Benz-Mercedes-AMG%20GT-360SpinFrame_11521_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG S-Class,"['Sedan', 'Coupe', 'Convertible']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20S-Class-FrontSide_MBSAMGS1701_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20S-Class-FrontSide_MBSAMGCAB631701_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/11931/2017-Mercedes-Benz-Mercedes-AMG%20S-Class-360SpinFrame_11931_032_2400x1800.png?interpolation=high-quality&downsize=391:*'}",[]
2017,Mercedes-Benz,Mercedes-AMG SL,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20SL-FrontSide_MBAMGSL1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-AMG SLC,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Mercedes-AMG%20SLC-FrontSide_MBAMGSLC1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Mercedes-Maybach S-Class,['Sedan'],{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/10461/2017-Mercedes-Benz-Mercedes-Maybach%20S-Class-front-angle3_10461_089_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Metris Cargo,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/10918/2017-Mercedes-Benz-Metris%20Cargo-front-angle3_10918_089_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Metris Passenger,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/evox/ExtSpP/10917/2017-Mercedes-Benz-Metris%20Passenger-360SpinFrame_10917_032_2400x1800.png?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Metris WORKER Cargo,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Metris%20WORKER%20Cargo-FrontSide_MSMETWC1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Metris WORKER Passenger,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Metris%20WORKER%20Passenger-FrontSide_MSMETWP1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,S-Class,"['Sedan', 'Convertible', 'Coupe']","{'Sedan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-S-Class-FrontSide_MBSPIH1701_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/11363/2017-Mercedes-Benz-S-Class-front-angle3_11363_089_640x480.jpg?interpolation=high-quality&downsize=391:*', 'Coupe': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/10709/2017-Mercedes-Benz-S-Class-front-angle3_10709_089_640x480.jpg?interpolation=high-quality&downsize=391:*'}",[]
2017,Mercedes-Benz,SL,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-SL-FrontSide_MBSL1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,SLC,['Convertible'],{'Convertible': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-SLC-FrontSide_MBSLC1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Sprinter 2500 Cargo,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Sprinter%202500%20Cargo-FrontSide_MSSPRCST1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Sprinter 2500 Crew,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Sprinter%202500%20Crew-FrontSide_MSSPRCRST1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Sprinter 2500 Passenger,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/evox/StJ/10425/2017-Mercedes-Benz-Sprinter%202500%20Passenger-front-angle3_10425_089_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Sprinter 3500 Cargo,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Sprinter%203500%20Cargo-FrontSide_MSSPRCRHT1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Sprinter 3500 XD Cargo,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Sprinter%203500XD%20Cargo-FrontSide_MSSPRCRHT1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Sprinter WORKER Cargo,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Sprinter%20WORKER%20Cargo-FrontSide_MSSPRWC1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,Mercedes-Benz,Sprinter WORKER Passenger,['Van/Minivan'],{'Van/Minivan': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-Mercedes-Benz-Sprinter%20WORKER%20Passenger-FrontSide_MSSPRWP1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},[]
2017,MINI,Clubman,['Hatchback'],{'Hatchback': 'https://file.kelleybluebookimages.com/kbb/base/house/2017/2017-MINI-Clubman-FrontSide_MNCL1701_640x480.jpg?interpolation=high-quality&downsize=391:*'},"[{u'NHTSACampaignNumber': u'16V553000', u'Conequence': u'If a side curtain air bag does not inflate as intended in the event of a crash, there is an increased risk of injury to the front seat occupants.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.\r\n', u'Component': u'AIR BAGS:SIDE/WINDOW', u'Summary': u'BMW of North America, LLC (BMW) is recalling certain model year 2016-2017 MINI Clubman vehicles manufactured August 19, 2015, through July 14, 2016.  The side curtain air bags for the front seat occupants may deploy in the intended positions in the event of a crash.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 226, ""Ejection Mitigation.""', u'Remedy': u'BMW will notify owners, and dealers will modify the driver and passenger side curtain air bag covers, free of charge.  The recall is expected to begin September 12, 2016.  Owners may contact BMW customer service at 1-800-525-7417 or email BMW at CustomerRelations@bmwusa.com.', u'ModelYear': u'2017', u'Model': u'CLUBMAN', u'Make': u'MINI', u'ReportReceivedDate': u'/Date(1469419200000-0400)/', u'Manufacturer': u'BMW of North America, LLC'}, {u'NHTSACampaignNumber': u'16V914000', u'Conequence': u'If the air bag inflator initiator fails to ignite, the seat-mounted air bag will not deploy, increasing the risk of injury.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'AIR BAGS', u'Summary': u'BMW of North America, LLC (BMW) is recalling certain model year 2017 BMW 640i, 640i xDrive, 650i, 650i xDrive, M6, 535i, 535i xDrive, 430i, 430i xDrive, 440i, 440i xDrive, M4, X1 sDrive28i, X1 xDrive28i, i3, i8, Rolls-Royce Dawn, Mini Clubman Cooper, Clubman Cooper S, Cooper All4, Cooper S All4, Mini 4-Door Cooper, Cooper S, Mini 2-Door Cooper, Cooper S, John Cooper Works and 2016 BMW 528i, 528i xDrive, 535i, 535i xDrive, 550i, 550i xDrive, M5 and 535d vehicles. The affected vehicles have seat- mounted side air bag inflator initiators that may fail to ignite during a crash.', u'Remedy': u'BMW will notify owners, and dealers will replace the air bag modules, free of charge.  The recall began February 6, 2017.  Owners may contact BMW customer service at 1-800-525-7417.', u'ModelYear': u'2017', u'Model': u'CLUBMAN', u'Make': u'MINI', u'ReportReceivedDate': u'/Date(1482210000000-0500)/', u'Manufacturer': u'BMW of North America, LLC'}, {u'NHTSACampaignNumber': u'17E051000', u'Conequence': u'If the trailer hitch sags or separates from the vehicle, there would be an increased risk of a crash.', u'Notes': u'Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.', u'Component': u'TRAILER HITCHES', u'Summary': u'Curt Manufacturing LLC (Curt) is recalling certain Class 1 trailer hitches, part number 11451, sold for installation on 2016-2018 Mini Cooper Clubman and Countryman vehicles.  The vehicles may have inadequate structure points for the trailer hitch mounting, causing the hitch to sag under to certain loads and possibly separate from the vehicle.', u'Remedy': u'Curt will notify owners, and dealers will provide a replacement hitch, free of charge.  The recall began on October 20, 2017.  Owners may contact Curt customer service at 1-800-798-0813.', u'ModelYear': u'2017', u'Model': u'CLUBMAN', u'Make': u'MINI', u'ReportReceivedDate': u'/Date(1505620800000-0400)/', u'Manufacturer': u'Curt Manufacturing LLC'}]"
